"studentid","gender","2487","2488","2489","2490","2491","2788","2790","2792","2794","2797","2829","2830","2831","2832","2841","2843","2844","2846","2847","2851","2853","2880","2881","2882","2883","2884","3072","3075","3076","3102","3107","3158","3456","3482","3484","3485","3486","3552","3591","5557"
1,"Female",1,0,0,3,0,5,2,0,0,0,0,1,0,0,0,0,5,0,0,4,1,0,0,1,0,0,1,0,0,8,0,0,0,2,1,1,1,2,1,4
2,"Female",1,0,1,1,1,2,2,0,0,0,0,1,0,0,0,0,5,0,0,6,2,1,0,1,1,1,0,1,0,9,0,0,1,2,3,1,1,2,0,8
3,"Male",1,1,1,3,1,2,2,0,0,1,0,1,1,1,1,1,5,1,0,13,2,1,0,0,0,1,0,1,0,9,1,0,1,2,0,1,1,2,0,7
4,"Female",0,0,0,3,1,6,2,0,0,1,0,1,1,1,0,0,3,1,1,7,2,0,0,0,1,0,0,1,0,9,0,0,0,2,4,1,1,2,1,8
5,"Male",0,1,1,2,1,6,2,0,0,1,0,1,1,1,0,0,5,1,0,9,2,1,0,1,1,0,0,1,0,3,0,0,1,2,2,1,1,2,0,8
6,"Male",0,0,0,2,0,3,2,1,0,0,0,0,0,1,1,0,5,1,0,2,1,1,0,0,0,0,1,0,0,2,0,1,0,2,4,1,0,0,0,-9
7,"Male",0,0,0,2,1,6,2,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,1,1,0,9,0,0,1,0,4,1,1,1,0,-9
8,"Male",0,0,0,2,1,3,1,0,0,1,0,1,0,0,1,1,3,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,0,4
9,"Female",0,0,1,2,1,2,2,0,1,1,0,1,1,1,0,0,5,1,0,13,2,1,0,0,0,0,0,1,1,9,0,0,0,2,2,1,1,2,1,8
10,"Male",0,1,1,3,1,1,0,0,0,1,0,1,0,1,0,0,5,1,0,9,1,1,0,1,0,1,1,0,0,5,0,1,0,2,2,1,1,2,0,-9
11,"Male",0,0,1,3,0,2,2,0,0,1,0,1,0,1,1,1,5,1,1,7,2,1,0,1,0,1,1,1,0,9,1,0,1,2,1,1,1,2,0,8
12,"Male",0,0,1,2,1,2,0,0,0,1,0,1,0,1,0,0,5,1,1,7,2,0,0,0,0,0,1,0,0,9,0,0,0,2,0,1,1,2,0,8
13,"Female",1,1,1,3,1,2,2,1,0,1,0,1,1,1,1,1,5,1,1,11,2,1,1,1,1,1,0,0,1,9,0,1,1,2,4,1,1,2,0,8
14,"Female",1,0,0,3,1,2,2,0,1,1,0,1,1,1,1,1,5,1,0,9,2,1,0,1,0,1,0,1,1,8,0,0,1,2,4,1,1,2,1,-9
15,"Female",0,0,1,2,0,2,2,0,0,1,0,1,0,1,1,1,3,1,0,10,2,0,0,1,0,1,0,1,1,7,0,0,0,2,1,1,1,2,0,8
16,"Female",0,0,0,2,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0,9,2,0,0,0,1,0,0,1,0,1,0,1,0,2,1,0,0,0,0,1
17,"Female",1,1,1,3,1,1,2,0,0,1,0,1,1,1,1,0,5,1,0,13,2,1,0,1,0,0,0,1,0,9,0,1,1,2,2,1,1,2,0,8
18,"Male",0,0,1,2,1,2,2,1,0,1,0,1,1,1,1,0,5,1,1,6,2,1,0,0,1,0,1,1,0,9,1,1,0,2,2,1,1,2,0,-9
19,"Male",0,0,0,3,1,5,2,0,0,1,0,1,0,0,1,0,5,1,0,13,2,0,0,0,0,0,1,1,0,9,0,1,0,0,3,1,1,2,1,8
20,"Male",0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,-9,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0
21,"Male",0,0,1,3,1,2,2,0,1,1,0,1,1,1,1,0,5,1,0,9,2,1,0,1,1,1,1,0,0,9,1,1,0,0,4,1,1,2,0,8
22,"Male",0,0,0,3,1,2,2,0,0,1,0,1,0,0,0,1,3,1,1,9,0,0,0,0,1,0,0,0,0,8,0,0,0,2,4,1,1,2,0,8
23,"Male",0,0,0,1,0,2,2,0,0,1,0,0,0,1,1,0,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0
24,"Male",0,0,0,1,1,6,2,0,0,1,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,1,0,1,0,1,0,0,0,2,3,0,0,0,0,-9
25,"Female",0,0,0,3,1,2,2,0,0,1,0,1,0,0,1,0,3,1,0,11,2,1,0,1,0,1,1,1,0,8,1,0,1,2,4,1,1,2,1,8
26,"Male",0,1,0,3,1,6,2,1,0,1,0,1,0,0,0,0,3,1,0,13,2,0,0,-9,0,0,1,1,0,9,0,1,0,2,4,1,1,2,0,8
27,"Male",1,0,0,2,1,2,2,0,0,1,0,1,1,1,0,1,5,1,0,7,2,0,0,1,0,0,1,1,0,9,0,0,1,2,2,1,1,2,0,8
28,"Male",0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
29,"Male",0,0,1,3,0,2,2,0,0,1,0,1,0,1,0,0,5,0,0,11,2,0,0,0,1,1,1,1,0,5,0,0,0,2,1,0,0,2,0,2
30,"Male",0,1,1,2,1,2,2,1,0,1,0,1,1,1,0,0,5,1,1,13,2,0,0,1,1,0,1,1,0,9,1,1,1,2,1,1,1,2,0,8
31,"Male",0,0,0,3,0,2,2,0,0,1,0,1,0,1,0,0,1,1,1,11,1,0,0,1,0,0,1,0,0,8,0,0,1,2,0,1,1,2,0,8
32,"Male",0,0,1,3,0,2,2,0,0,1,0,1,0,1,0,0,5,1,1,9,2,1,0,0,0,1,1,1,0,9,0,0,0,2,4,1,1,2,0,6
33,"Female",0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,5,1,0,7,0,0,0,0,0,1,1,1,0,0,0,1,0,2,4,0,0,1,0,0
