"studentid","gender","528","530","533","592","593","594","595","596","1257","1258","1259","1420","1720","1980","2212","2213","2214","2229","2620","2621","2622","2623","2624","2625","2637","2638","2639","2640","2641","2941","2942","2943","2944","2945","2946","2947","2948","2949","2950","3140","3609"
31,"Female",1,0,1,0,0,0,1,1,1,0,0,1,0,9,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,6,1
32,"Female",1,0,0,0,0,0,1,1,1,1,0,0,0,9,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,3,0
33,"Male",0,1,0,1,1,0,0,0,1,1,0,1,0,7,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,1,1,0,1,0,0,-9,0,3,1
34,"Female",0,1,1,1,1,1,0,0,1,1,0,1,1,9,1,1,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
35,"Male",1,1,0,1,1,0,1,1,1,0,0,0,0,7,1,1,0,0,1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
36,"Female",0,0,0,1,1,0,0,0,1,1,1,1,-9,7,1,1,1,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,1,0,1,1,0,-9,0,0,1
37,"Female",0,1,0,1,1,0,0,0,0,0,1,0,1,7,1,1,0,0,1,0,1,0,3,0,0,1,0,1,1,0,1,0,0,0,1,1,0,-9,1,4,1
38,"Female",0,1,0,0,0,0,1,0,1,1,0,1,0,9,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,4,1
39,"Male",0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1
40,"Female",0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,4,1
41,"Male",1,1,1,1,1,0,1,0,0,0,0,1,0,9,0,1,0,-9,0,0,2,0,2,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,6,1
42,"Female",0,1,1,1,1,0,1,1,1,1,1,1,0,9,1,1,1,0,1,0,2,1,2,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1
43,"Male",0,0,1,1,1,0,1,0,1,1,0,0,0,7,1,1,0,0,0,0,1,0,2,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,4,1
44,"Male",1,1,1,1,1,1,1,1,1,0,0,1,1,7,1,1,0,0,1,0,1,1,4,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,6,1
45,"Female",1,1,0,0,0,0,1,0,1,1,1,1,0,9,1,1,0,0,1,0,1,1,2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,4,1
46,"Male",1,1,0,0,0,1,0,0,1,0,0,0,1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0
47,"Male",1,1,0,1,1,0,1,0,1,0,0,0,0,9,1,1,0,-9,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,4,1
48,"Male",0,1,0,0,0,0,0,1,0,0,1,0,0,7,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,-9,0,4,1
49,"Male",1,1,1,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6,1
50,"Female",0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1
51,"Female",1,1,1,-9,-9,-9,-9,-9,1,0,0,0,0,4,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,-9,0,1,0,1,0,1,1
52,"Female",0,1,0,-9,-9,0,0,0,1,1,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-9,0,0,1,1,1,6,1
53,"Male",1,1,1,-9,-9,-9,-9,-9,1,1,0,0,0,4,1,0,0,0,0,1,3,0,2,0,0,1,0,1,0,0,-9,-9,-9,-9,0,1,0,1,0,2,1
54,"Female",0,1,1,-9,-9,-9,-9,-9,1,0,0,1,1,7,1,1,0,-9,0,0,-9,0,2,0,0,-9,0,1,0,0,0,1,0,0,1,0,0,1,-9,1,1
55,"Female",0,0,0,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,-9,-9,-9,-9,0,0,0,-9,0,2,0
56,"Male",0,1,1,0,0,0,1,1,1,1,0,0,1,4,1,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,3,1
57,"Female",0,0,1,-9,-9,-9,-9,-9,0,0,0,0,1,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,-9,-9,-9,-9,-9,0,0,0,1,0,1,1
58,"Female",0,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,0,-9,-9,-9,-9,-9,-9,-9,-9,0,0,1,1,0,-9,-9,-9,-9,-9,0,0,0,-9,-9,3,0
59,"Female",1,1,0,-9,-9,-9,-9,-9,1,0,0,0,1,3,1,-9,-9,-9,1,0,1,0,3,0,0,0,0,1,0,-9,-9,-9,-9,-9,0,0,1,1,0,1,1
60,"Male",1,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,1,-9,0,-9,0,0,0,-9,-9,-9,0,-9,0,1,0,-9,-9,-9,-9,-9,0,-9,1,1,-9,4,1
61,"Female",0,0,1,0,0,1,0,0,1,1,0,0,0,4,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
62,"Female",0,1,1,1,0,0,0,0,1,1,0,0,0,4,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,2,0
63,"Female",0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1
64,"Female",0,1,0,-9,-9,-9,-9,-9,1,1,0,1,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,-9,1,2,1
65,"Female",0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1
66,"Female",0,1,1,-9,-9,1,0,0,1,1,0,1,0,4,0,1,0,0,0,0,0,0,2,0,-9,0,0,0,0,1,1,1,0,0,0,0,1,1,-9,6,0
67,"Female",0,1,0,0,0,0,0,0,1,1,0,0,0,4,1,1,1,0,0,0,1,0,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,1
68,"Female",0,0,1,0,0,0,1,0,0,0,0,1,1,7,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1
69,"Female",1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-9,1,2,0
70,"Female",0,1,0,0,0,0,1,0,1,1,0,1,0,9,0,1,0,0,1,0,1,0,3,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,4,1
71,"Female",1,1,1,1,1,0,1,1,1,0,0,1,0,9,1,1,0,0,1,0,3,1,4,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,6,1
72,"Male",0,0,0,1,1,0,0,1,1,1,0,1,0,9,1,1,0,0,1,0,3,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4,1
73,"Male",1,1,1,1,1,0,1,1,0,1,0,1,0,7,1,1,1,0,0,0,1,1,3,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,6,1
74,"Female",0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,1,0,0,1,0,2,0,3,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,6,1
75,"Female",0,0,1,0,0,0,1,0,1,1,0,0,1,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
76,"Male",1,1,1,1,1,1,1,0,1,0,1,1,0,7,1,1,0,0,1,0,3,1,2,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,6,1
77,"Female",0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0
78,"Female",0,1,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,4,1
79,"Female",0,0,0,1,1,0,1,1,1,0,0,1,0,9,1,1,1,0,1,0,3,1,3,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,6,1
80,"Male",1,1,1,1,1,0,0,0,1,0,0,1,0,9,0,1,1,0,1,0,1,0,2,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,6,1
81,"Female",0,1,1,1,1,0,1,0,1,1,0,1,1,9,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,4,1
82,"Male",0,1,1,0,0,0,0,0,0,0,0,1,0,6,1,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1
83,"Female",0,0,1,1,1,0,0,1,1,0,0,1,1,9,1,1,1,0,1,0,3,1,3,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,6,0
84,"Female",0,1,0,1,1,1,0,0,1,1,1,1,1,5,1,1,1,0,1,0,2,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,4,1
85,"Female",0,1,1,1,1,1,1,1,1,1,1,1,0,9,1,1,1,0,0,1,3,1,4,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,6,1
86,"Male",0,1,1,1,1,0,1,0,1,0,0,1,0,9,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,4,1
87,"Female",0,0,1,1,1,0,0,0,1,0,1,0,0,4,1,1,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,1
88,"Male",1,1,1,0,0,0,0,0,0,0,0,1,0,7,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,6,1
89,"Female",1,1,1,0,0,0,1,1,1,0,1,1,1,7,1,1,0,0,0,0,2,0,3,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,4,1
90,"Female",0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1
91,"Female",0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1
92,"Male",1,1,1,1,1,0,1,1,1,1,1,1,1,7,0,0,0,0,1,0,1,1,4,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,4,1
93,"Male",1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1
94,"Male",0,1,0,0,0,0,1,0,0,0,0,0,0,7,1,1,0,0,0,0,1,0,1,0,0,-9,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1
95,"Female",-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
96,"Female",0,1,1,0,0,0,0,0,1,0,1,1,0,9,1,1,0,0,0,0,1,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,6,0
97,"Male",0,0,1,1,1,0,0,0,1,1,0,0,0,7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,2,1
98,"Female",0,1,1,1,1,1,0,0,-9,-9,-9,-9,-9,4,1,1,1,0,1,0,2,1,-9,-9,0,0,-9,1,1,0,1,0,0,0,1,1,-9,1,1,6,1
99,"Female",1,1,1,1,1,0,1,1,1,0,0,1,0,9,1,1,1,0,1,0,3,1,4,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,4,1
100,"Male",1,1,1,0,0,0,0,0,1,1,0,0,0,9,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1
101,"Male",1,1,1,0,0,0,1,0,1,0,1,0,0,7,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
102,"Female",1,1,1,0,0,0,0,0,1,1,1,1,0,9,1,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
103,"Female",0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
104,"Female",0,1,1,0,0,0,0,0,1,1,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,-9,4,1
105,"Male",1,0,1,1,1,0,0,0,1,1,0,1,0,9,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,3,1
106,"Male",0,1,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,6,1
107,"Male",0,1,1,1,1,0,0,0,1,1,0,0,0,7,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,4,1
108,"Female",0,0,1,1,1,0,0,0,1,1,0,0,0,7,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,1
109,"Male",1,1,1,1,1,0,1,0,1,1,0,1,0,7,1,0,0,0,1,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,6,1
110,"Male",1,1,1,0,0,1,1,1,1,1,1,1,0,9,1,1,1,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,6,1
111,"Male",1,1,1,1,1,0,0,1,1,1,1,1,0,9,1,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,6,1
112,"Female",0,1,1,1,0,0,0,0,0,0,0,0,1,7,1,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,6,1
113,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1
114,"Male",1,1,1,0,0,1,0,1,1,1,1,1,0,7,1,1,0,0,1,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,4,1
115,"Female",0,0,1,0,0,1,1,0,1,0,0,1,0,9,0,1,1,0,0,1,2,0,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,6,1
116,"Female",0,0,1,1,1,0,0,0,1,0,0,1,0,7,1,1,0,0,1,0,2,0,3,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,6,1
117,"Female",0,0,1,0,0,0,0,0,1,0,1,1,1,7,1,1,1,0,1,0,1,1,3,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,2,1
118,"Male",1,0,1,0,0,0,0,0,1,0,0,1,1,9,1,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,6,1
119,"Male",1,1,1,1,1,0,0,0,-9,-9,-9,-9,-9,9,1,0,0,0,0,0,1,0,-9,-9,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,6,1
120,"Male",0,1,1,1,1,1,0,0,1,0,1,1,1,7,1,0,0,0,0,0,2,0,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,6,1
121,"Female",0,1,1,1,1,1,1,1,1,1,0,1,0,9,1,0,0,0,1,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,6,1
122,"Male",1,1,1,1,1,0,1,0,1,1,1,1,1,9,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,4,1
123,"Male",0,0,1,1,1,1,0,0,1,1,1,1,0,7,1,1,0,0,1,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,4,1
124,"Male",0,1,1,1,1,0,1,0,1,0,0,1,0,7,1,1,0,0,1,0,3,0,4,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,6,1
125,"Male",0,0,1,-9,0,0,0,0,0,0,0,0,0,2,1,0,0,-9,0,0,0,0,0,0,0,0,1,0,0,-9,-9,-9,-9,-9,0,0,0,1,0,4,0
126,"Female",1,1,1,0,0,1,1,0,1,0,0,1,1,7,1,0,0,0,1,0,0,1,4,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,6,1
127,"Female",0,1,0,0,0,0,1,1,1,1,0,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,2,1
128,"Male",0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-9,0,1,1
129,"Female",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0
130,"Female",0,1,1,0,0,0,0,0,1,0,0,1,0,7,1,0,0,0,0,1,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6,1
131,"Male",1,1,1,0,0,0,0,0,0,0,0,1,0,7,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
132,"Male",0,1,1,1,1,0,1,0,1,0,0,0,0,5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1
133,"Female",0,1,1,1,1,1,0,1,1,1,0,0,1,7,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,3,1
134,"Female",1,1,0,0,1,0,0,0,1,1,1,0,1,6,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
135,"Male",1,1,0,1,1,0,0,0,0,0,0,0,1,9,1,0,0,0,1,0,3,0,3,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,6,1
136,"Male",0,1,1,0,0,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1
137,"Male",0,1,1,1,1,1,0,0,1,1,0,1,0,6,1,1,1,0,0,0,3,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,6,1
138,"Male",0,1,1,1,1,0,1,1,1,0,1,1,1,8,1,1,0,0,0,0,2,0,1,0,0,-9,0,1,0,0,0,1,1,0,0,1,0,1,1,4,1
139,"Female",1,1,0,1,1,0,1,0,1,0,0,1,0,6,1,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,6,1
140,"Female",0,1,0,1,1,0,0,0,0,1,0,1,0,9,0,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,6,1
141,"Male",1,0,1,1,1,0,0,0,0,1,0,1,0,7,1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4,1
142,"Female",0,1,1,1,1,0,1,0,1,0,0,1,1,9,1,1,0,0,1,0,2,0,3,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,4,1
143,"Male",1,1,1,0,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,6,0
144,"Female",0,0,0,-9,-9,-9,-9,-9,1,1,1,1,0,9,1,1,0,0,1,0,1,0,3,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,4,1
145,"Male",0,1,1,0,0,0,0,0,1,1,0,1,0,3,1,1,1,0,1,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,4,1
146,"Male",0,1,1,1,1,1,1,0,1,1,0,0,0,7,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,4,1
147,"Male",0,1,0,1,1,1,0,0,0,0,0,0,0,9,1,1,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,2,1
148,"Female",1,1,0,1,1,1,1,1,0,0,0,0,1,9,0,1,1,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,4,1
149,"Female",0,1,1,-9,0,0,0,0,-9,0,0,0,1,7,1,1,0,0,0,0,2,0,2,0,0,-9,0,1,0,0,1,0,1,0,1,1,0,1,-9,4,1
150,"Male",1,1,1,1,1,1,1,1,0,0,1,0,0,3,1,1,1,0,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,4,1
151,"Female",0,1,1,0,0,0,0,0,1,1,1,0,0,5,1,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0
152,"Male",1,1,1,1,1,0,0,0,1,0,1,1,-9,7,1,1,0,0,0,0,3,0,2,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,6,0
153,"Female",0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,4,1
